Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Significant,Depth (km),Solution finalised,Source,EVENT ID,ORIGIN ID
2.1,21/07/12,5:25:58,21/07/12,15:25:58,-30.406,117.629,-,7,FINL,AUST,529993,627521
2.3,19/07/12,16:21:28,20/07/12,2:21:28,-30.435,117.754,-,5,FINL,AUST,528490,627557
3.2,18/07/12,16:35:18,19/07/12,2:35:18,-30.405,117.88,TRUE,3,FINL,AUST,528140,625486
2.2,18/07/12,12:37:48,18/07/12,22:37:48,-30.426,117.759,-,1,FINL,AUST,528299,625673
2.1,18/07/12,11:39:49,18/07/12,21:39:49,-30.637,117.448,-,3,FINL,AUST,528298,625665
3.5,18/07/12,9:20:55,18/07/12,19:20:55,-30.429,117.794,TRUE,2,FINL,AUST,528071,625661
2,18/07/12,2:44:15,18/07/12,12:44:15,-30.575,117.487,-,0,FINL,AUST,528284,625605
2.4,17/07/12,22:51:24,18/07/12,8:51:24,-30.629,117.469,-,0,FINL,AUST,527820,625153
2.3,17/07/12,22:13:34,18/07/12,8:13:34,-30.63,117.437,-,1,FINL,AUST,527826,625152
2.3,17/07/12,21:54:49,18/07/12,7:54:49,-30.648,117.429,-,9,FINL,AUST,527811,625151
2.4,17/07/12,21:22:10,18/07/12,7:22:10,-30.621,117.429,-,0,FINL,AUST,527801,625149
2.5,8/07/12,9:33:51,8/07/12,19:33:51,-29.131,116.603,-,10,FINL,AUST,524486,621629
2.3,28/06/12,11:22:50,28/06/12,21:22:50,-30.457,117.684,-,10,FINL,AUST,521188,618151
2.3,28/06/12,4:58:59,28/06/12,14:58:59,-31.686,117.067,-,5,FINL,AUST,521123,618076
2.2,23/06/12,21:33:16,24/06/12,7:33:16,-30.491,117.719,-,17,FINL,AUST,519780,616671
2,18/06/12,1:52:35,18/06/12,11:52:35,-31.211,116.57,-,3,FINL,AUST,517230,613849
2.2,17/06/12,17:01:20,18/06/12,3:01:20,-31.573,117.033,-,10,FINL,AUST,517196,613801
2.2,14/06/12,23:06:17,15/06/12,9:06:17,-30.798,117.761,-,0,FINL,AUST,515980,612526
2.1,10/06/12,16:28:38,11/06/12,2:28:38,-31.615,116.994,-,0,FINL,AUST,515150,611596
2.2,27/05/12,16:59:34,28/05/12,2:59:34,-31.274,117.668,-,10,FINL,AUST,510641,606779
2,25/05/12,17:12:03,26/05/12,3:12:03,-30.477,117.694,-,17,FINL,AUST,510381,606448
2,25/05/12,14:54:19,26/05/12,0:54:19,-30.609,117.613,-,13,FINL,AUST,510629,606731
2.2,24/05/12,2:01:37,24/05/12,12:01:37,-30.59,117.678,-,6,FINL,AUST,509355,605373
2,16/05/12,6:50:53,16/05/12,16:50:53,-30.686,117.432,-,9,FINL,AUST,506222,602135
2.5,8/05/12,15:18:50,9/05/12,1:18:50,-30.217,117.841,-,16,FINL,AUST,503941,599765
2.2,8/05/12,10:42:00,8/05/12,20:42:00,-30.272,117.729,-,10,FINL,AUST,503939,599759
2.2,26/04/12,9:50:18,26/04/12,19:50:18,-29.142,116.875,-,1,FINL,AUST,498731,594271
2.3,23/04/12,2:13:36,23/04/12,12:13:36,-31.184,118.344,-,7,FINL,AUST,497491,592943
2,22/04/12,19:39:33,23/04/12,5:39:33,-31.244,118.171,-,11,FINL,AUST,497441,592868
3,21/04/12,1:33:15,21/04/12,11:33:15,-31.222,118.203,-,11,FINL,AUST,496921,592275
2.1,20/04/12,21:21:34,21/04/12,7:21:34,-31.191,118.134,-,5,FINL,AUST,496957,592347
2.1,20/04/12,21:19:50,21/04/12,7:19:50,-31.224,118.143,-,8,FINL,AUST,496956,592346
2.1,20/04/12,21:14:50,21/04/12,7:14:50,-31.218,118.127,-,8,FINL,AUST,496955,592345
2.1,20/04/12,21:13:52,21/04/12,7:13:52,-31.202,118.152,-,7,FINL,AUST,496953,592344
2.4,20/04/12,19:01:46,21/04/12,5:01:46,-31.702,117.07,-,10,FINL,AUST,496951,592338
2.1,20/04/12,16:47:08,21/04/12,2:47:08,-31.238,118.18,-,11,FINL,AUST,496949,592328
2.1,20/04/12,14:51:58,21/04/12,0:51:58,-31.236,118.285,-,16,FINL,AUST,496927,592289
2,11/04/12,6:53:10,11/04/12,16:53:10,-31.227,118.217,-,13,FINL,AUST,491146,586145
2.1,8/04/12,13:35:26,8/04/12,23:35:26,-30.389,117.756,-,0,FINL,AUST,488947,584266
2.1,7/04/12,21:30:54,8/04/12,7:30:54,-30.373,117.806,-,5,FINL,AUST,489300,584190
2.4,6/04/12,18:18:53,7/04/12,4:18:53,-29.464,118.485,-,10,FINL,AUST,489291,584161
2.2,27/03/12,3:41:44,27/03/12,14:41:44,-32.146,118.845,-,10,FINL,AUST,485582,580220
2.2,26/03/12,3:08:45,26/03/12,14:08:45,-30.422,117.802,-,10,FINL,AUST,485197,579745
3.4,25/03/12,16:57:41,26/03/12,3:57:41,-30.405,117.843,-,10,FINL,AUST,484883,579827
2.3,25/03/12,15:40:50,26/03/12,2:40:50,-30.375,117.827,TRUE,10,FINL,AUST,484818,579805
2.7,25/03/12,14:52:08,26/03/12,1:52:08,-30.406,117.817,TRUE,12,FINL,AUST,484519,579787
2,24/03/12,21:09:24,25/03/12,8:09:24,-30.481,117.698,-,6,FINL,AUST,485231,579837
2.1,19/03/12,21:02:52,20/03/12,8:02:52,-31.951,117.237,-,10,FINL,AUST,483273,577674
2.1,12/03/12,5:25:12,12/03/12,16:25:12,-30.397,117.803,-,5,FINL,AUST,480971,575170
2.3,11/03/12,1:21:51,11/03/12,12:21:51,-30.478,116.964,-,11,FINL,AUST,480789,574941
2.1,9/03/12,16:50:44,10/03/12,3:50:44,-30.565,117.619,-,0,FINL,AUST,480779,574905
2.3,9/03/12,8:27:14,9/03/12,19:27:14,-30.407,117.716,-,0,FINL,AUST,480778,574897
3.3,9/03/12,6:59:47,9/03/12,17:59:47,-30.397,117.822,-,9,FINL,AUST,479422,574901
3.4,9/03/12,6:16:26,9/03/12,17:16:26,-30.41,117.84,TRUE,8,FINL,AUST,479409,574891
2.5,9/03/12,2:32:30,9/03/12,13:32:30,-30.4,117.821,-,12,FINL,AUST,480773,574872
2.4,7/03/12,8:54:47,7/03/12,19:54:47,-31.19,118.349,-,10,FINL,AUST,479033,573087
2.2,1/03/12,18:53:32,2/03/12,5:53:32,-30.395,117.792,-,0,FINL,AUST,476597,570554
2,1/03/12,18:23:48,2/03/12,5:23:48,-30.403,117.765,-,10,FINL,AUST,476596,570551
2.5,23/02/12,22:16:36,24/02/12,9:16:36,-30.5,118.651,FALSE,10,FINL,AUST,2738786,2155960
2.3,22/02/12,3:54:22,22/02/12,14:54:22,-29.719,115.866,FALSE,13,FINL,AUST,2738746,2155920
2,18/02/12,12:21:24,18/02/12,23:21:24,-30.448,116.909,FALSE,7,FINL,AUST,2738666,2155840
2.2,8/02/12,19:53:06,9/02/12,6:53:06,-30.683,118.442,FALSE,9,FINL,AUST,2738546,2155720
2.7,29/01/12,13:45:02,30/01/12,0:45:02,-32.183,118.988,FALSE,10,FINL,AUST,2738428,2155602
3,24/01/12,11:42:30,24/01/12,22:42:30,-30.449,116.935,FALSE,11,FINL,AUST,2738387,2155560
2,24/01/12,0:20:16,24/01/12,11:20:16,-31.145,116.683,FALSE,16,FINL,AUST,2738386,2155540
2,20/01/12,20:49:33,21/01/12,7:49:33,-31.664,117.058,FALSE,19,FINL,AUST,2738348,2155502
2,20/01/12,12:39:45,20/01/12,23:39:45,-30.318,117.665,FALSE,14,FINL,AUST,2738347,2155501
2.1,17/01/12,17:21:03,18/01/12,4:21:03,-30.828,118.764,FALSE,10,FINL,AUST,2738266,2155420
2.2,16/01/12,6:41:22,16/01/12,17:41:22,-30.62,117.542,FALSE,0,FINL,AUST,2738246,2155400
2,12/01/12,12:10:08,12/01/12,23:10:08,-32.14,117.151,FALSE,8,FINL,AUST,2738227,2155381
2,1/01/12,16:37:05,2/01/12,3:37:05,-31.709,117.066,FALSE,17,FINL,AUST,452077,544643
2.1,1/01/12,16:37:04,2/01/12,3:37:04,-31.652,117.118,FALSE,10,FINL,AUST,2738131,2155305
2,28/12/11,17:05:20,29/12/11,4:05:20,-31.702,117.057,FALSE,11,FINL,AUST,450373,542945
2,25/12/11,20:08:19,26/12/11,7:08:19,-31.722,117.031,FALSE,8,FINL,AUST,2738086,2155260
2.2,24/12/11,15:33:04,25/12/11,2:33:04,-32.214,118.946,FALSE,15,FINL,AUST,2738069,2155243
2.2,24/12/11,13:04:53,25/12/11,0:04:53,-32.197,118.926,FALSE,14,FINL,AUST,2738068,2155242
2,21/12/11,4:37:37,21/12/11,15:37:37,-30.684,117.639,FALSE,0,FINL,AUST,2738006,2155180
2.7,28/11/11,2:27:42,28/11/11,13:27:42,-30.586,117.656,-,18,FINL,AUST,435065,526910
2,27/11/11,16:20:42,28/11/11,3:20:42,-30.668,117.536,FALSE,0,FINL,AUST,2737789,2154963
2.7,27/11/11,6:54:25,27/11/11,17:54:25,-30.633,117.56,FALSE,0,FINL,AUST,2737788,2154962
2.1,27/11/11,6:37:42,27/11/11,17:37:42,-30.625,117.564,FALSE,0,FINL,AUST,2737787,2154961
2.8,27/11/11,6:21:00,27/11/11,17:21:00,-30.61,117.572,FALSE,0,FINL,AUST,2737786,2154960
2.4,24/11/11,4:21:09,24/11/11,15:21:09,-30.636,117.586,FALSE,4,FINL,AUST,2737749,2154923
2.6,24/11/11,4:11:48,24/11/11,15:11:48,-30.626,117.578,-,10,FINL,AUST,433919,525715
2.1,9/11/11,13:38:41,10/11/11,0:38:41,-30.636,117.583,FALSE,3,FINL,AUST,2737588,2154762
2.3,9/11/11,2:33:07,9/11/11,13:33:07,-31.257,117.44,FALSE,0,FINL,AUST,2737586,2154760
2.1,8/11/11,19:30:15,9/11/11,6:30:15,-31.787,117.366,FALSE,0,FINL,AUST,2737572,2154746
2.2,8/11/11,14:58:22,9/11/11,1:58:22,-30.605,117.616,FALSE,0,FINL,AUST,2737571,2154745
2.3,8/11/11,10:54:01,8/11/11,21:54:01,-30.636,117.579,FALSE,0,FINL,AUST,2737569,2154743
2.3,7/11/11,13:38:37,8/11/11,0:38:37,-30.605,117.636,FALSE,15,FINL,AUST,2737567,2154741
2,7/11/11,12:47:37,7/11/11,23:47:37,-30.583,117.668,FALSE,10,FINL,AUST,2737566,2154740
2.2,6/11/11,18:50:08,7/11/11,5:50:08,-30.261,117.81,FALSE,10,FINL,AUST,2737550,2154724
2.3,4/11/11,19:32:52,5/11/11,6:32:52,-30.75,117.845,FALSE,0,FINL,AUST,2737546,2154720
2.4,1/11/11,5:27:14,1/11/11,16:27:14,-31.222,117.486,-,10,FINL,AUST,425160,516446
2,1/11/11,4:38:14,1/11/11,15:38:14,-31.225,117.479,-,8,FINL,AUST,425141,516437
2.3,1/11/11,2:40:47,1/11/11,13:40:47,-31.246,117.46,-,9,FINL,AUST,425115,516395
2.5,1/11/11,1:11:42,1/11/11,12:11:42,-31.151,117.611,FALSE,10,FINL,AUST,2737446,2154620
2.1,28/10/11,21:00:02,29/10/11,8:00:02,-30.805,117.11,FALSE,0,FINL,AUST,2737408,2154582
2.2,27/10/11,20:13:34,28/10/11,7:13:34,-30.599,117.563,FALSE,10,FINL,AUST,2737366,2154540
2.1,19/10/11,2:22:24,19/10/11,13:22:24,-30.782,117.103,FALSE,8,FINL,AUST,2737126,2154300
2.3,18/10/11,15:00:35,19/10/11,2:00:35,-30.651,117.814,FALSE,4,FINL,AUST,2737106,2154280
2.7,14/10/11,5:20:15,14/10/11,16:20:15,-30.734,117.236,FALSE,4,FINL,AUST,2737068,2154242
2.4,13/10/11,16:19:46,14/10/11,3:19:46,-31.459,118.894,FALSE,16,FINL,AUST,2737026,2154200
2.7,11/10/11,21:22:23,12/10/11,8:22:23,-30.161,117.135,FALSE,11,FINL,AUST,2736986,2154160
2.1,10/10/11,9:28:39,10/10/11,20:28:39,-31.2,118.56,FALSE,15,FINL,AUST,2736946,2154121
2,10/10/11,0:17:02,10/10/11,11:17:02,-31.68,117.038,TRUE,0,FINL,AUST,418175,508852
2,6/10/11,15:16:14,7/10/11,2:16:14,-30.71,117.736,FALSE,12,FINL,AUST,2736906,2154060
2,6/10/11,15:11:06,7/10/11,2:11:06,-30.647,117.799,FALSE,2,FINL,AUST,2736886,2154041
2,6/10/11,15:08:22,7/10/11,2:08:22,-30.708,117.735,FALSE,1,FINL,AUST,2736867,2154040
2,6/10/11,14:22:33,7/10/11,1:22:33,-30.649,117.755,FALSE,11,FINL,AUST,2736866,2154020
2.2,5/10/11,12:10:49,5/10/11,23:10:49,-30.608,117.917,FALSE,0,FINL,AUST,2736847,2154000
2,4/10/11,12:24:24,4/10/11,23:24:24,-30.633,117.789,FALSE,0,FINL,AUST,2736846,2153980
2,2/10/11,14:21:12,3/10/11,1:21:12,-30.757,117.675,FALSE,6,FINL,AUST,2736832,2153961
2,29/09/11,2:16:54,29/09/11,12:16:54,-30.627,117.719,FALSE,10,FINL,AUST,2736807,2153921
2.1,29/09/11,2:08:14,29/09/11,12:08:14,-30.599,117.834,FALSE,10,FINL,AUST,2736806,2153920
2.2,28/09/11,22:38:03,29/09/11,8:38:03,-30.651,117.761,FALSE,0,FINL,AUST,2736786,2153900
2.2,27/09/11,22:17:17,28/09/11,8:17:17,-30.678,117.769,FALSE,10,FINL,AUST,2736766,2153881
3.1,27/09/11,19:13:38,28/09/11,5:13:38,-30.642,117.8,-,2,FINL,AUST,414273,504777
2,27/09/11,16:09:15,28/09/11,2:09:15,-31.274,117.493,FALSE,3,FINL,AUST,2736746,2153880
2.4,9/09/11,23:12:33,10/09/11,9:12:33,-31.973,116.718,TRUE,0,FINL,AUST,409044,499244
2,4/09/11,2:52:25,4/09/11,12:52:25,-30.274,117.665,FALSE,0,FINL,AUST,2736307,2153421
2.1,17/08/11,18:01:32,18/08/11,4:01:32,-30.619,116.438,FALSE,0,FINL,AUST,2736186,2153280
2,10/08/11,1:48:39,10/08/11,11:48:39,-30.668,116.699,FALSE,0,FINL,AUST,2736026,2153120
2,8/08/11,8:38:14,8/08/11,18:38:14,-29.083,116.009,FALSE,0,FINL,AUST,2736006,2153100
2.3,31/07/11,18:23:49,1/08/11,4:23:49,-31.296,118.196,FALSE,0,FINL,AUST,2735849,2152963
2.1,31/07/11,17:07:31,1/08/11,3:07:31,-30.271,117.809,FALSE,0,FINL,AUST,2735848,2152962
2.1,31/07/11,17:04:00,1/08/11,3:04:00,-30.273,117.804,FALSE,0,FINL,AUST,2735847,2152961
2.3,31/07/11,16:53:46,1/08/11,2:53:46,-30.189,117.827,FALSE,0,FINL,AUST,2735846,2152960
2.5,31/07/11,13:50:22,31/07/11,23:50:22,-30.122,115.855,FALSE,16,FINL,AUST,2735827,2152942
2.5,30/07/11,23:10:48,31/07/11,9:10:48,-31.277,117.991,FALSE,2,FINL,AUST,2735830,2152945
2.6,30/07/11,21:18:45,31/07/11,7:18:45,-31.295,118.05,FALSE,5,FINL,AUST,2735829,2152944
2.6,30/07/11,14:27:02,31/07/11,0:27:02,-31.288,118.074,FALSE,0,FINL,AUST,2735787,2152921
2.5,17/07/11,1:22:28,17/07/11,11:22:28,-31.837,117.8,FALSE,2,FINL,AUST,2735606,2152780
2.1,17/07/11,0:17:43,17/07/11,10:17:43,-31.843,117.836,FALSE,0,FINL,AUST,2735586,2152760
2.3,20/06/11,15:58:06,21/06/11,1:58:06,-31.808,117.325,FALSE,12,FINL,AUST,2735127,2152321
2,20/06/11,12:42:46,20/06/11,22:42:46,-30.386,116.944,FALSE,0,FINL,AUST,2735126,2152320
2.4,14/06/11,11:51:29,14/06/11,21:51:29,-30.49,116.776,FALSE,0,FINL,AUST,2735026,2152200
2,5/06/11,4:09:47,5/06/11,14:09:47,-30.519,116.848,FALSE,2,FINL,AUST,2734906,2152080
2.2,21/05/11,1:57:57,21/05/11,11:57:57,-30.575,116.994,FALSE,0,FINL,AUST,2734686,2151860
2.2,13/05/11,23:21:29,14/05/11,9:21:29,-30.3,117.197,FALSE,11,FINL,AUST,2734646,2151820
2,13/05/11,18:19:25,14/05/11,4:19:25,-30.258,117.676,FALSE,10,FINL,AUST,2734629,2151801
2,30/04/11,13:00:47,30/04/11,23:00:47,-30.26,116.91,FALSE,0,FINL,AUST,2734426,2151600
3.4,26/04/11,14:27:52,27/04/11,0:27:52,-30.508,117.155,-,0,FINL,AUST,347866,408506
2.1,24/04/11,19:29:08,25/04/11,5:29:08,-30.532,118.6,FALSE,10,FINL,AUST,2734306,2151480
2.2,19/04/11,7:30:59,19/04/11,17:30:59,-31.707,117.076,-,6,FINL,AUST,345823,406392
2.2,15/04/11,10:06:19,15/04/11,20:06:19,-30.258,116.962,FALSE,2,FINL,AUST,2734186,2151360
2,11/04/11,12:47:54,11/04/11,22:47:54,-30.576,117.534,FALSE,10,FINL,AUST,2734086,2151280
2,7/04/11,4:41:05,7/04/11,14:41:05,-30.704,118.245,-,0,FINL,AUST,340453,400662
2.3,7/03/11,18:04:19,8/03/11,5:04:19,-30.443,118.582,FALSE,0,FINL,AUST,2733566,2150760
2.3,6/03/11,5:10:25,6/03/11,16:10:25,-31.252,118.545,FALSE,4,FINL,AUST,2733526,2150720
2,3/03/11,5:07:55,3/03/11,16:07:55,-30.283,117.696,FALSE,6,FINL,AUST,2733466,2150660
2.1,23/02/11,3:19:32,23/02/11,14:19:32,-30.667,117.442,FALSE,8,FINL,AUST,2733366,2150560
2,12/02/11,19:23:57,13/02/11,6:23:57,-30.45,118.563,FALSE,0,FINL,AUST,2733106,2150300
2.4,6/02/11,1:07:30,6/02/11,12:07:30,-30.681,118.629,FALSE,3,FINL,AUST,2732968,2150162
2.5,30/01/11,8:57:03,30/01/11,19:57:03,-30.535,118.105,FALSE,0,FINL,AUST,2732888,2150082
2.4,30/01/11,4:59:12,30/01/11,15:59:12,-30.545,118.083,FALSE,0,FINL,AUST,2732887,2150081
2.2,29/01/11,20:38:36,30/01/11,7:38:36,-30.578,118.045,FALSE,0,FINL,AUST,2732870,2150064
2,24/01/11,13:47:02,25/01/11,0:47:02,-31.672,117.17,FALSE,12,FINL,AUST,2732787,2149981
2.2,22/01/11,10:40:51,22/01/11,21:40:51,-30.82,117.968,FALSE,9,FINL,AUST,2732768,2149962
2.3,22/01/11,1:35:06,22/01/11,12:35:06,-31.675,117.114,FALSE,6,FINL,AUST,2732767,2149961
2.2,16/01/11,1:11:55,16/01/11,12:11:55,-30.474,116.964,FALSE,0,FINL,AUST,2732666,2149860
2,23/12/10,12:43:11,23/12/10,23:43:11,-30.611,117.84,FALSE,0,FINL,AUST,2732267,2149461
2.5,22/12/10,22:53:12,23/12/10,9:53:12,-30.661,117.782,FALSE,5,FINL,AUST,2732247,2149441
2.2,16/12/10,21:41:16,17/12/10,8:41:16,-30.605,118.504,FALSE,5,FINL,AUST,2732166,2149360
2.1,6/12/10,3:46:07,6/12/10,14:46:07,-31.703,117.083,FALSE,0,FINL,AUST,2731948,2149142
2,3/12/10,21:01:46,4/12/10,8:01:46,-30.271,117.694,FALSE,13,FINL,AUST,2731909,2149103
2.1,3/12/10,13:42:46,4/12/10,0:42:46,-30.294,117.676,FALSE,10,FINL,AUST,2731888,2149082
2.1,21/11/10,0:15:31,21/11/10,11:15:31,-30.575,117.029,FALSE,5,FINL,AUST,2731667,2148861
2.1,20/11/10,11:12:29,20/11/10,22:12:29,-30.563,118.509,FALSE,5,FINL,AUST,2731666,2148860
2.1,13/11/10,3:23:56,13/11/10,14:23:56,-31.204,116.42,FALSE,0,FINL,AUST,2731546,2148740
2.2,7/11/10,12:51:37,7/11/10,23:51:37,-30.641,118.551,-,7,FINL,AUST,2731412,2148667
2,3/11/10,20:04:51,4/11/10,7:04:51,-30.615,118.332,-,0,FINL,AUST,2731405,2148659
2.1,3/11/10,16:39:01,4/11/10,3:39:01,-30.753,118.332,-,10,FINL,AUST,2731406,2148660
2.1,3/11/10,13:38:24,4/11/10,0:38:24,-30.652,118.291,-,0,FINL,AUST,2731400,2148654
2.2,3/11/10,9:43:18,3/11/10,20:43:18,-30.651,118.353,-,5,FINL,AUST,2731398,2148652
2.2,3/11/10,7:37:06,3/11/10,18:37:06,-30.731,118.376,-,5,FINL,AUST,254323,289522
2,27/10/10,16:17:42,28/10/10,3:17:42,-30.824,117.963,-,1,FINL,AUST,2731389,2148643
2,27/10/10,13:16:05,28/10/10,0:16:05,-30.836,117.962,-,2,FINL,AUST,2731388,2148642
2.2,27/10/10,12:30:39,27/10/10,23:30:39,-30.762,118,-,0,FINL,AUST,2731387,2148641
2.1,21/10/10,10:10:59,21/10/10,21:10:59,-32.359,117.61,-,0,FINL,AUST,2731376,2148630
2.9,17/10/10,10:53:10,17/10/10,21:53:10,-30.209,117.759,-,0,FINL,AUST,248237,282847
2,5/10/10,7:28:39,5/10/10,18:28:39,-30.313,117.695,-,0,FINL,AUST,2731358,2148612
2.4,5/10/10,7:24:40,5/10/10,18:24:40,-30.301,117.633,-,0,FINL,AUST,2731357,2148611
2.6,5/10/10,7:15:30,5/10/10,18:15:30,-30.262,117.768,-,0,FINL,AUST,244091,278329
2,4/10/10,23:27:23,5/10/10,10:27:23,-30.247,117.735,-,0,FINL,AUST,2731351,2148605
2.1,4/10/10,22:11:12,5/10/10,9:11:12,-30.269,117.697,-,0,FINL,AUST,2731350,2148604
2.9,26/09/10,22:59:34,27/09/10,8:59:34,-30.52,117.447,-,0,FINL,AUST,240364,274392
2.6,2/09/10,4:27:58,2/09/10,14:27:58,-30.855,117.799,-,0,FINL,AUST,2731324,2148578
2.4,31/08/10,17:36:13,1/09/10,3:36:13,-31.615,116.977,-,4,FINL,AUST,230717,261260
2.6,31/08/10,9:52:32,31/08/10,19:52:32,-30.875,117.799,-,1,FINL,AUST,2731321,2148575
2.2,21/08/10,5:12:28,21/08/10,15:12:28,-31.258,118.701,-,5,FINL,AUST,2731309,2148563
2,2/08/10,9:22:13,2/08/10,19:22:13,-30.202,117.636,-,0,FINL,AUST,2731293,2148547
2.8,29/07/10,13:59:33,29/07/10,23:59:33,-30.64,116.46,-,1,FINL,AUST,219629,248992
2,8/07/10,17:40:37,9/07/10,3:40:37,-30.737,117.186,-,1,FINL,AUST,2731254,2148508
2,9/06/10,3:53:57,9/06/10,13:53:57,-30.724,118.309,-,0,FINL,AUST,2731231,2148485
2.6,2/05/10,4:30:41,2/05/10,14:30:41,-30.714,118.002,-,11,FINL,AUST,2731212,2148466
2.8,30/04/10,0:38:17,30/04/10,10:38:17,-30.754,117.763,-,7,FINL,AUST,2731210,2148464
2.8,21/04/10,15:45:36,22/04/10,1:45:36,-32.322,118.049,-,3,FINL,AUST,2731214,2148468
2.6,13/04/10,11:10:49,13/04/10,21:10:49,-31.309,117.284,-,4,FINL,AUST,2731199,2148453
2.6,3/04/10,20:50:25,4/04/10,6:50:25,-30.683,118.316,-,0,FINL,AUST,2731192,2148422
2,29/03/10,22:05:30,30/03/10,9:05:30,-30.556,117.012,-,1,FINL,AUST,2731190,2148419
3,29/03/10,20:38:21,30/03/10,7:38:21,-30.533,117.032,-,0,FINL,AUST,2731189,2148418
2.3,4/03/10,18:06:56,5/03/10,5:06:56,-30.418,117.749,-,0,FINL,aust,2731158,2148369
2.1,19/02/10,18:31:41,20/02/10,5:31:41,-32.08,116.665,-,0,FINL,AUST,2731141,2148315
2,19/02/10,14:24:03,20/02/10,1:24:03,-32.01,116.784,-,0,FINL,AUST,2731140,2148314
2,17/02/10,4:12:15,17/02/10,15:12:15,-30.936,116.62,-,0,FINL,AUST,2731138,2148312
2,14/02/10,5:03:19,14/02/10,16:03:19,-30.564,118.016,-,5,FINL,AUST,2731133,2148302
2.4,23/01/10,6:00:53,23/01/10,17:00:53,-31.6,117.057,-,4,FINL,AUST,2731094,2148233
2.4,20/01/10,7:31:18,20/01/10,18:31:18,-31.544,117.336,-,5,FINL,AUST,158777,2148225
2,18/01/10,14:18:02,19/01/10,1:18:02,-30.528,118.085,-,0,FINL,AUST,2731093,2148223
2.5,15/01/10,13:47:12,16/01/10,0:47:12,-31.696,117.036,-,0,FINL,AUST,2731091,2148212
2.2,2/01/10,19:24:07,3/01/10,6:24:07,-30.75,118.206,-,0,FINL,AUST,2731083,2148178
2,19/12/09,19:11:39,20/12/09,6:11:39,-30.246,117.718,-,1,FINL,AUST,2731077,2148123
2.1,1/12/09,3:33:06,1/12/09,14:33:06,-30.401,117.036,-,0,FINL,AUST,2731065,2148078
2.1,6/11/09,22:49:28,7/11/09,9:49:28,-30.358,118.845,-,10,FINL,AUST,2731023,2148004
2.3,1/11/09,22:50:07,2/11/09,9:50:07,-30.668,117.399,-,10,FINL,AUST,2731022,2148003
2.2,30/10/09,14:36:03,31/10/09,1:36:03,-31.108,118.92,-,13,FINL,AUST,2731021,2147997
2.3,5/10/09,11:15:31,5/10/09,22:15:31,-30.625,117.471,-,0,FINL,AUST,2730996,2147947
2.7,25/09/09,13:56:05,25/09/09,23:56:05,-31.409,117.2,-,1,FINL,AUST,2730976,2147803
2.3,20/09/09,22:08:36,21/09/09,8:08:36,-30.133,116.935,-,0,FINL,AUST,2730969,2147790
2,19/09/09,19:17:08,20/09/09,5:17:08,-30.676,117.425,-,6,FINL,AUST,2730968,2147789
2.2,18/09/09,16:19:50,19/09/09,2:19:50,-30.636,117.452,-,0,FINL,AUST,2730966,2147786
2.4,17/09/09,23:10:41,18/09/09,9:10:41,-30.629,117.406,-,7,FINL,AUST,2730963,2147778
2.1,12/09/09,13:36:48,12/09/09,23:36:48,-30.159,116.849,-,10,FINL,aust,2730979,2147824
2,14/08/09,16:55:57,15/08/09,2:55:57,-30.256,117.786,-,7,FINL,aust,2730941,2147695
2.7,12/08/09,16:11:19,13/08/09,2:11:19,-31.583,117.135,-,4,FINL,AUST,96941,2147645
2.7,9/08/09,21:17:31,10/08/09,7:17:31,-30.234,117.734,-,4,FINL,AUST,2730933,2147640
2,31/07/09,19:17:51,1/08/09,5:17:51,-30.876,117.75,-,11,FINL,esaika,2730925,2147603
2.4,18/07/09,15:14:28,19/07/09,1:14:28,-30.21,117.731,-,0,FINL,AUST,2730922,2147556
2.8,14/07/09,16:40:21,15/07/09,2:40:21,-31.392,117.224,-,4,FINL,AUST,2730920,2147527
2,12/07/09,1:00:19,12/07/09,11:00:19,-30.248,117.711,-,0,FINL,AUST,2730916,2147523
2.2,8/07/09,18:02:59,9/07/09,4:02:59,-30.227,117.779,-,1,FINL,AUST,2730911,2147503
2.6,26/06/09,7:26:51,26/06/09,17:26:51,-30.262,117.726,-,1,FINL,AUST,2730901,2147461
4.2,25/06/09,15:16:49,26/06/09,1:16:49,-30.619,117.468,TRUE,0,FINL,AUST,2730897,2147452
2,24/06/09,5:58:39,24/06/09,15:58:39,-31.38,117.231,-,2,FINL,AUST,2730896,2147448
2.7,19/05/09,22:06:28,20/05/09,8:06:28,-30.244,117.772,-,2,FINL,AUST,2730855,2147314
2.1,18/05/09,20:48:00,19/05/09,6:48:00,-30.233,117.764,-,0,FINL,AUST,2730837,2147296
2,18/05/09,17:20:46,19/05/09,3:20:46,-30.24,117.763,-,2,FINL,AUST,2730838,2147297
3.1,12/05/09,3:55:13,12/05/09,13:55:13,-30.23,117.761,-,0,FINL,aust,2730739,2147271
2.8,6/05/09,22:59:38,7/05/09,8:59:38,-30.244,117.761,-,0,FINL,aust,2730728,2147269
2.5,21/04/09,8:43:45,21/04/09,18:43:45,-30.227,117.754,-,1,FINL,aust,2730802,2147230
2.1,18/04/09,20:20:00,19/04/09,6:20:00,-30.22,117.771,-,0,FINL,aust,2730766,2147222
2.3,18/04/09,17:08:20,19/04/09,3:08:20,-30.249,117.76,-,3,FINL,aust,2730762,2147223
